,product_category(1),product_category(2),product_category(3),product_category(4),product_category(5),product_category(6)
36693,17,55,218,280,119,89
36694,22,145,699,910,442,89
36695,9,31,54,42,442,89
36696,22,145,699,910,442,89
36697,22,145,699,910,442,89
36698,2,2,47,27,442,89
36699,22,145,699,910,442,89
36700,22,145,699,910,442,89
36701,22,145,699,910,442,89
36702,22,145,699,910,442,89
36703,3,16,16,910,442,89
36704,22,145,699,910,442,89
36705,22,145,699,910,442,89
36706,3,3,2,2,442,89
36707,2,20,19,137,442,89
36708,3,3,2,5,1,89
36709,14,82,178,290,124,89
36710,8,37,699,910,442,89
36711,22,145,699,910,442,89
36712,11,27,124,105,442,89
36713,1,23,40,910,442,89
36714,3,3,2,2,442,89
36715,1,9,55,37,442,89
36716,5,53,104,910,442,89
36717,22,145,699,910,442,89
36718,22,145,699,910,442,89
36719,4,26,152,127,442,89
36720,1,9,49,31,442,89
36721,22,145,699,910,442,89
36722,3,8,7,910,442,89
36723,22,145,699,910,442,89
36724,22,145,699,910,442,89
36725,1,1,699,910,442,89
36726,5,39,62,910,442,89
36727,22,145,699,910,442,89
36728,22,145,699,910,442,89
36729,9,31,80,64,442,89
36730,22,145,699,910,442,89
36731,15,46,305,421,442,89
36732,22,145,699,910,442,89
36733,22,145,699,910,442,89
36734,22,145,699,910,442,89
36735,9,31,39,22,442,89
36736,22,145,699,910,442,89
36737,22,145,699,910,442,89
36738,4,14,13,179,442,89
36739,3,18,18,26,442,89
36740,22,145,699,910,442,89
36741,22,145,699,910,442,89
36742,22,145,699,910,442,89
36743,22,145,699,910,442,89
36744,11,27,134,910,442,89
36745,12,30,37,28,103,89
36746,22,145,699,910,442,89
36747,22,145,699,910,442,89
36748,22,145,699,910,442,89
36749,22,145,699,910,442,89
36750,6,21,699,910,442,89
36751,1,9,8,910,442,89
36752,22,145,699,910,442,89
36753,22,145,699,910,442,89
36754,22,145,699,910,442,89
36755,1,9,66,910,442,89
36756,4,47,74,149,442,89
36757,22,145,699,910,442,89
36758,4,14,13,25,442,89
36759,22,145,699,910,442,89
36760,22,145,699,910,442,89
36761,10,25,24,53,13,89
36762,22,145,699,910,442,89
36763,22,145,699,910,442,89
36764,22,145,699,910,442,89
36765,22,145,699,910,442,89
36766,3,12,67,54,14,89
36767,22,145,699,910,442,89
36768,1,9,8,910,442,89
36769,22,145,699,910,442,89
36770,22,145,699,910,442,89
36771,11,89,273,260,211,89
36772,12,30,37,65,33,12
36773,12,30,37,28,36,89
36774,12,30,37,65,33,22
36775,22,145,699,910,442,89
36776,9,31,84,66,442,89
36777,22,145,699,910,442,89
36778,12,30,300,278,179,89
36779,9,31,199,264,442,89
36780,4,5,72,126,442,89
36781,22,145,699,910,442,89
36782,1,1,699,910,442,89
36783,4,5,26,14,442,89
36784,3,3,2,2,442,89
36785,22,145,699,910,442,89
36786,1,9,55,37,442,89
36787,22,145,699,910,442,89
36788,8,24,23,910,442,89
36789,1,9,49,31,442,89
36790,22,145,699,910,442,89
36791,22,145,699,910,442,89
36792,22,145,699,910,442,89
36793,22,145,699,910,442,89
36794,22,145,699,910,442,89
36795,8,33,699,910,442,89
36796,4,14,13,83,442,89
36797,2,2,1,98,442,89
36798,22,145,699,910,442,89
36799,4,38,144,122,442,89
36800,22,145,699,910,442,89
36801,22,145,699,910,442,89
36802,22,145,699,910,442,89
36803,22,145,699,910,442,89
36804,1,9,49,31,442,89
36805,4,14,13,8,2,89
36806,3,3,2,2,442,89
36807,1,1,699,910,442,89
36808,1,9,66,910,442,89
36809,22,145,699,910,442,89
36810,1,1,699,910,442,89
36811,12,30,37,20,338,89
36812,16,101,263,717,442,89
36813,22,145,699,910,442,89
36814,22,145,699,910,442,89
36815,2,2,47,341,442,89
36816,3,3,2,2,442,89
36817,3,3,2,2,442,89
36818,5,59,107,910,442,89
36819,22,145,699,910,442,89
36820,22,145,699,910,442,89
36821,22,145,699,910,442,89
36822,12,30,37,28,9,89
36823,1,29,207,910,442,89
36824,22,145,699,910,442,89
36825,22,145,699,910,442,89
36826,22,145,699,910,442,89
36827,22,145,699,910,442,89
36828,22,145,699,910,442,89
36829,22,145,699,910,442,89
36830,12,30,37,107,442,89
36831,1,29,179,910,442,89
36832,1,9,66,910,442,89
36833,22,145,699,910,442,89
36834,22,145,699,910,442,89
36835,22,145,699,910,442,89
36836,3,49,573,910,442,89
36837,3,60,240,452,442,89
36838,4,47,110,910,442,89
36839,22,145,699,910,442,89
36840,20,94,596,910,442,89
36841,22,145,699,910,442,89
36842,5,39,62,910,442,89
36843,8,34,227,910,442,89
36844,22,145,699,910,442,89
36845,10,25,45,51,233,44
36846,4,14,13,25,442,89
36847,10,25,45,51,12,1
36848,22,145,699,910,442,89
36849,22,145,699,910,442,89
36850,1,17,140,910,442,89
36851,22,145,699,910,442,89
36852,5,6,103,910,442,89
36853,4,14,13,52,442,89
36854,3,16,16,910,442,89
36855,1,9,49,31,442,89
36856,22,145,699,910,442,89
36857,1,9,49,31,442,89
36858,1,1,699,910,442,89
36859,22,145,699,910,442,89
36860,22,145,699,910,442,89
36861,1,1,699,910,442,89
36862,22,145,699,910,442,89
36863,22,145,699,910,442,89
36864,3,3,2,2,442,89
36865,22,145,699,910,442,89
36866,1,1,699,910,442,89
36867,22,145,699,910,442,89
36868,1,9,8,910,442,89
36869,9,31,84,66,442,89
36870,22,145,699,910,442,89
36871,22,145,699,910,442,89
36872,1,1,699,910,442,89
36873,22,145,699,910,442,89
36874,3,16,16,910,442,89
36875,22,145,699,910,442,89
36876,22,145,699,910,442,89
36877,22,145,699,910,442,89
36878,8,11,43,910,442,89
36879,22,145,699,910,442,89
36880,1,9,49,31,442,89
36881,22,145,699,910,442,89
36882,3,8,77,910,442,89
36883,22,145,699,910,442,89
36884,22,145,699,910,442,89
36885,22,145,699,910,442,89
36886,4,14,13,101,442,89
36887,22,145,699,910,442,89
36888,4,14,13,46,442,89
36889,8,15,15,910,442,89
36890,22,145,699,910,442,89
36891,3,3,2,5,39,89
36892,22,145,699,910,442,89
36893,3,3,2,2,442,89
36894,22,145,699,910,442,89
36895,22,145,699,910,442,89
36896,22,145,699,910,442,89
36897,1,17,17,910,442,89
36898,1,1,699,910,442,89
36899,2,2,1,306,128,89
36900,22,145,699,910,442,89
36901,22,145,699,910,442,89
36902,22,145,699,910,442,89
36903,22,145,699,910,442,89
36904,22,145,699,910,442,89
36905,22,145,699,910,442,89
36906,22,145,699,910,442,89
36907,4,5,26,48,442,89
36908,3,12,78,60,442,89
36909,3,16,297,385,442,89
36910,4,14,13,176,442,89
36911,8,50,230,910,442,89
36912,22,145,699,910,442,89
36913,1,1,699,910,442,89
36914,10,25,45,43,442,89
36915,22,145,699,910,442,89
36916,5,53,104,910,442,89
36917,1,9,66,910,442,89
36918,3,18,18,7,442,89
36919,8,34,41,23,442,89
36920,1,9,73,910,442,89
36921,22,145,699,910,442,89
36922,3,3,2,2,442,89
36923,22,145,699,910,442,89
36924,1,1,699,910,442,89
36925,2,2,1,9,3,89
36926,22,145,699,910,442,89
36927,22,145,699,910,442,89
36928,22,145,699,910,442,89
36929,1,9,66,910,442,89
36930,8,63,123,910,442,89
36931,3,3,2,2,442,89
36932,8,24,23,910,442,89
36933,22,145,699,910,442,89
36934,22,145,699,910,442,89
36935,2,2,9,32,442,89
36936,22,145,699,910,442,89
36937,22,145,699,910,442,89
36938,22,145,699,910,442,89
36939,1,9,66,910,442,89
36940,22,145,699,910,442,89
36941,5,39,62,910,442,89
36942,3,49,98,910,442,89
36943,22,145,699,910,442,89
36944,22,145,699,910,442,89
36945,1,9,65,131,442,89
36946,1,9,49,31,442,89
36947,22,145,699,910,442,89
36948,8,24,46,910,442,89
36949,22,145,699,910,442,89
36950,3,16,111,200,77,89
36951,12,92,220,189,257,89
36952,22,145,699,910,442,89
36953,8,34,41,23,442,89
36954,4,28,33,224,442,89
36955,22,145,699,910,442,89
36956,3,16,16,910,442,89
36957,4,4,3,910,442,89
36958,22,145,699,910,442,89
36959,22,145,699,910,442,89
36960,3,3,2,2,442,89
36961,10,25,45,24,442,89
36962,20,104,364,380,442,89
36963,22,145,699,910,442,89
36964,22,145,699,910,442,89
36965,22,145,699,910,442,89
36966,22,145,699,910,442,89
36967,3,3,2,2,442,89
36968,3,78,699,910,442,89
36969,22,145,699,910,442,89
36970,22,145,699,910,442,89
36971,1,29,179,910,442,89
36972,22,145,699,910,442,89
36973,22,145,699,910,442,89
36974,3,3,2,2,442,89
36975,12,30,130,389,213,89
36976,8,15,15,910,442,89
36977,1,9,73,910,442,89
36978,22,145,699,910,442,89
36979,8,24,23,910,442,89
36980,8,36,44,910,442,89
36981,22,145,699,910,442,89
36982,22,145,699,910,442,89
36983,22,145,699,910,442,89
36984,22,145,699,910,442,89
36985,22,145,699,910,442,89
36986,22,145,699,910,442,89
36987,22,145,699,910,442,89
36988,22,145,699,910,442,89
36989,22,145,699,910,442,89
36990,22,145,699,910,442,89
36991,2,2,432,467,442,89
36992,3,18,18,7,442,89
36993,1,9,8,910,442,89
36994,22,145,699,910,442,89
36995,22,145,699,910,442,89
36996,1,9,53,38,442,89
36997,5,45,177,910,442,89
36998,1,9,8,910,442,89
36999,22,145,699,910,442,89
37000,2,2,47,302,442,89
37001,16,51,699,910,442,89
37002,22,145,699,910,442,89
37003,22,145,699,910,442,89
37004,22,145,699,910,442,89
37005,22,145,699,910,442,89
37006,22,145,699,910,442,89
37007,22,145,699,910,442,89
37008,22,145,699,910,442,89
37009,5,6,103,910,442,89
37010,22,145,699,910,442,89
37011,3,3,2,2,442,89
37012,5,45,68,910,442,89
37013,22,145,699,910,442,89
37014,1,9,55,37,442,89
37015,10,25,45,51,58,89
37016,22,145,699,910,442,89
37017,22,145,699,910,442,89
37018,3,3,2,2,442,89
37019,12,30,130,718,442,89
37020,5,91,225,910,442,89
37021,10,25,236,427,442,89
37022,22,145,699,910,442,89
37023,2,2,1,75,46,9
37024,7,98,699,910,442,89
37025,22,145,699,910,442,89
37026,22,145,699,910,442,89
37027,22,145,699,910,442,89
37028,2,2,432,710,442,89
37029,22,145,699,910,442,89
37030,22,145,699,910,442,89
37031,22,145,699,910,442,89
37032,22,145,699,910,442,89
37033,4,14,13,213,88,89
37034,22,145,699,910,442,89
37035,1,1,699,910,442,89
37036,1,9,53,86,442,89
37037,22,145,699,910,442,89
37038,22,145,699,910,442,89
37039,8,24,23,910,442,89
37040,3,3,2,5,1,89
37041,4,14,116,404,442,89
37042,22,145,699,910,442,89
37043,1,9,8,910,442,89
37044,5,53,90,910,442,89
37045,22,145,699,910,442,89
37046,22,145,699,910,442,89
37047,22,145,699,910,442,89
37048,4,28,33,18,442,89
37049,5,53,104,910,442,89
37050,6,21,699,910,442,89
37051,4,14,13,6,442,89
37052,3,3,2,2,442,89
37053,22,145,699,910,442,89
37054,2,2,1,9,15,89
37055,3,3,2,2,442,89
37056,3,8,7,910,442,89
37057,22,145,699,910,442,89
37058,2,2,1,75,46,8
37059,3,12,67,132,442,89
37060,10,25,45,95,442,89
37061,1,9,8,910,442,89
37062,22,145,699,910,442,89
37063,9,31,84,66,442,89
37064,1,1,699,910,442,89
37065,5,53,104,910,442,89
37066,10,25,330,326,138,89
37067,3,8,77,910,442,89
37068,4,14,13,11,442,89
37069,22,145,699,910,442,89
37070,22,145,699,910,442,89
37071,14,41,166,327,442,89
37072,22,145,699,910,442,89
37073,22,145,699,910,442,89
37074,22,145,699,910,442,89
37075,13,35,356,368,442,89
37076,22,145,699,910,442,89
37077,22,145,699,910,442,89
37078,1,9,66,910,442,89
37079,22,145,699,910,442,89
37080,1,1,699,910,442,89
37081,4,14,13,25,442,89
37082,4,14,13,79,442,89
37083,2,2,47,27,442,89
37084,22,145,699,910,442,89
37085,22,145,699,910,442,89
37086,22,145,699,910,442,89
37087,22,145,699,910,442,89
37088,22,145,699,910,442,89
37089,22,145,699,910,442,89
37090,3,8,7,910,442,89
37091,3,3,2,2,442,89
37092,3,16,32,910,442,89
37093,22,145,699,910,442,89
37094,1,29,179,910,442,89
37095,2,20,426,910,442,89
37096,2,2,1,9,3,89
37097,4,14,13,6,442,89
37098,4,38,58,40,442,89
37099,22,145,699,910,442,89
37100,3,18,25,582,442,89
37101,3,8,77,910,442,89
37102,1,1,699,910,442,89
37103,3,18,18,26,442,89
37104,11,27,100,82,442,89
37105,11,89,273,488,442,89
37106,4,14,13,83,442,89
37107,22,145,699,910,442,89
37108,22,145,699,910,442,89
37109,22,145,699,910,442,89
37110,22,145,699,910,442,89
37111,22,145,699,910,442,89
37112,3,49,127,106,38,89
37113,1,1,699,910,442,89
37114,22,145,699,910,442,89
37115,22,145,699,910,442,89
37116,3,49,127,106,38,89
37117,12,30,37,65,67,89
37118,8,11,10,910,442,89
37119,22,145,699,910,442,89
37120,22,145,699,910,442,89
37121,9,31,199,171,442,89
37122,22,145,699,910,442,89
37123,8,50,230,910,442,89
37124,3,8,57,910,442,89
37125,22,145,699,910,442,89
37126,22,145,699,910,442,89
37127,3,3,2,2,442,89
37128,2,2,1,9,3,89
37129,11,27,493,910,442,89
37130,22,145,699,910,442,89
37131,4,26,29,16,91,89
37132,22,145,699,910,442,89
37133,3,18,18,26,442,89
37134,22,145,699,910,442,89
37135,22,145,699,910,442,89
37136,3,18,25,438,442,89
37137,22,145,699,910,442,89
37138,22,145,699,910,442,89
37139,8,36,44,910,442,89
37140,14,41,132,639,442,89
37141,22,145,699,910,442,89
37142,22,145,699,910,442,89
37143,22,145,699,910,442,89
37144,3,8,77,910,442,89
37145,22,145,699,910,442,89
37146,22,145,699,910,442,89
37147,8,24,23,910,442,89
37148,1,1,699,910,442,89
37149,22,145,699,910,442,89
37150,1,9,73,910,442,89
37151,22,145,699,910,442,89
37152,4,42,63,73,442,89
37153,22,145,699,910,442,89
37154,22,145,699,910,442,89
37155,8,15,15,910,442,89
37156,6,21,699,910,442,89
37157,22,145,699,910,442,89
37158,2,20,19,137,442,89
37159,22,145,699,910,442,89
37160,22,145,699,910,442,89
37161,22,145,699,910,442,89
37162,1,9,8,910,442,89
37163,22,145,699,910,442,89
37164,22,145,699,910,442,89
37165,22,145,699,910,442,89
37166,8,11,102,910,442,89
37167,22,145,699,910,442,89
37168,22,145,699,910,442,89
37169,9,31,84,66,442,89
37170,12,30,37,65,73,29
37171,4,14,13,46,442,89
37172,1,1,699,910,442,89
37173,22,145,699,910,442,89
37174,2,2,1,9,3,89
37175,22,145,699,910,442,89
37176,1,9,8,910,442,89
37177,3,18,18,7,442,89
37178,1,9,483,543,442,89
37179,1,9,8,910,442,89
37180,22,145,699,910,442,89
37181,22,145,699,910,442,89
37182,4,14,13,79,442,89
37183,20,112,400,910,442,89
37184,22,145,699,910,442,89
37185,4,42,63,73,442,89
37186,22,145,699,910,442,89
37187,2,20,19,137,442,89
37188,1,9,49,31,442,89
37189,22,145,699,910,442,89
37190,4,14,36,271,113,89
37191,4,14,13,25,442,89
37192,17,65,340,345,442,89
37193,22,145,699,910,442,89
37194,4,28,33,18,442,89
37195,22,145,699,910,442,89
37196,2,20,19,137,442,89
37197,12,30,361,377,442,89
37198,1,9,53,275,442,89
37199,22,145,699,910,442,89
37200,22,145,699,910,442,89
37201,8,15,15,910,442,89
37202,4,28,33,18,442,89
37203,22,145,699,910,442,89
37204,9,31,258,328,442,89
37205,22,145,699,910,442,89
37206,3,3,2,2,442,89
37207,22,145,699,910,442,89
37208,1,1,699,910,442,89
37209,1,9,14,910,442,89
37210,22,145,699,910,442,89
37211,8,24,46,910,442,89
37212,22,145,699,910,442,89
37213,3,8,77,910,442,89
37214,22,145,699,910,442,89
37215,1,9,8,910,442,89
37216,12,30,291,381,276,89
37217,22,145,699,910,442,89
37218,22,145,699,910,442,89
37219,1,1,699,910,442,89
37220,22,145,699,910,442,89
37221,22,145,699,910,442,89
37222,5,6,5,910,442,89
37223,22,145,699,910,442,89
37224,9,31,39,449,442,89
37225,2,20,510,657,339,89
37226,22,145,699,910,442,89
37227,22,145,699,910,442,89
37228,3,49,98,910,442,89
37229,3,12,67,80,29,89
37230,2,2,1,144,65,68
37231,6,21,699,910,442,89
37232,22,145,699,910,442,89
37233,22,145,699,910,442,89
37234,22,145,699,910,442,89
37235,22,145,699,910,442,89
37236,9,31,54,36,442,89
37237,8,34,227,910,442,89
37238,4,42,63,73,442,89
37239,1,9,66,910,442,89
37240,22,145,699,910,442,89
37241,22,145,699,910,442,89
37242,4,14,13,29,442,89
37243,4,48,588,699,442,89
37244,5,40,209,910,442,89
37245,3,3,2,2,442,89
37246,22,145,699,910,442,89
37247,2,2,1,15,5,89
37248,2,2,47,91,442,89
37249,12,30,361,377,442,89
37250,4,42,63,162,442,89
37251,2,2,9,245,442,89
37252,3,3,2,2,442,89
37253,22,145,699,910,442,89
37254,22,145,699,910,442,89
37255,1,9,53,118,442,89
37256,12,30,130,138,442,89
37257,22,145,699,910,442,89
37258,22,145,699,910,442,89
37259,3,16,16,910,442,89
37260,22,145,699,910,442,89
37261,4,26,29,16,91,89
37262,22,145,699,910,442,89
37263,22,145,699,910,442,89
37264,22,145,699,910,442,89
37265,3,3,2,2,442,89
37266,3,8,77,910,442,89
37267,22,145,699,910,442,89
37268,1,1,699,910,442,89
37269,22,145,699,910,442,89
37270,11,27,134,910,442,89
37271,22,145,699,910,442,89
37272,22,145,699,910,442,89
37273,11,27,134,910,442,89
37274,22,145,699,910,442,89
37275,22,145,699,910,442,89
37276,15,46,156,910,442,89
37277,22,145,699,910,442,89
37278,2,2,1,98,442,89
37279,22,145,699,910,442,89
37280,3,12,67,84,51,89
37281,8,34,227,910,442,89
37282,1,9,8,910,442,89
37283,4,14,13,176,442,89
37284,15,46,597,910,442,89
37285,11,27,215,910,442,89
37286,22,145,699,910,442,89
37287,22,145,699,910,442,89
37288,4,28,76,910,442,89
37289,22,145,699,910,442,89
37290,4,28,33,123,442,89
37291,1,9,8,910,442,89
37292,2,20,19,137,442,89
37293,12,92,220,189,70,89
37294,1,9,14,910,442,89
37295,11,89,250,502,226,89
37296,4,42,63,182,98,89
37297,22,145,699,910,442,89
37298,22,145,699,910,442,89
37299,11,110,343,910,442,89
37300,9,31,347,910,442,89
37301,2,2,47,74,19,89
37302,1,17,17,910,442,89
37303,3,3,2,2,442,89
37304,22,145,699,910,442,89
37305,2,2,47,91,442,89
37306,22,145,699,910,442,89
37307,3,3,2,2,442,89
37308,1,9,8,910,442,89
37309,10,25,45,24,442,89
37310,22,145,699,910,442,89
37311,4,28,33,224,442,89
37312,22,145,699,910,442,89
37313,22,145,699,910,442,89
37314,4,14,13,145,442,89
37315,2,2,47,27,442,89
37316,22,145,699,910,442,89
37317,22,145,699,910,442,89
37318,4,42,63,73,442,89
37319,22,145,699,910,442,89
37320,3,12,67,84,43,89
37321,4,47,74,59,442,89
37322,9,31,84,66,442,89
37323,22,145,699,910,442,89
37324,22,145,699,910,442,89
37325,12,30,361,377,442,89
37326,22,145,699,910,442,89
37327,15,46,305,421,442,89
37328,1,1,699,910,442,89
37329,22,145,699,910,442,89
37330,4,14,13,8,2,89
37331,8,63,123,910,442,89
37332,11,88,598,719,442,89
37333,4,5,599,910,442,89
37334,1,9,8,910,442,89
37335,3,49,87,910,442,89
37336,22,145,699,910,442,89
37337,8,34,41,23,442,89
37338,22,145,699,910,442,89
37339,4,14,59,41,200,89
37340,4,42,63,73,442,89
37341,22,145,699,910,442,89
37342,10,105,275,405,442,89
37343,4,4,3,910,442,89
37344,4,5,72,67,442,89
37345,13,35,42,910,442,89
37346,22,145,699,910,442,89
37347,22,145,699,910,442,89
37348,11,27,600,910,442,89
37349,22,145,699,910,442,89
37350,4,5,133,115,442,89
37351,1,1,699,910,442,89
37352,1,9,49,300,442,89
37353,3,12,67,54,14,89
37354,22,145,699,910,442,89
37355,22,145,699,910,442,89
37356,11,27,183,910,442,89
37357,3,18,18,26,442,89
37358,22,145,699,910,442,89
37359,22,145,699,910,442,89
37360,1,9,14,910,442,89
37361,4,14,158,596,442,89
37362,2,2,47,366,442,89
37363,22,145,699,910,442,89
37364,22,145,699,910,442,89
37365,22,145,699,910,442,89
37366,22,145,699,910,442,89
37367,4,28,81,910,442,89
37368,3,3,2,2,442,89
37369,22,145,699,910,442,89
37370,10,25,45,51,12,1
37371,1,1,699,910,442,89
37372,3,3,2,2,442,89
37373,3,49,127,106,38,89
37374,3,8,7,910,442,89
37375,8,36,44,910,442,89
37376,22,145,699,910,442,89
37377,22,145,699,910,442,89
37378,22,145,699,910,442,89
37379,2,2,1,306,128,89
37380,22,145,699,910,442,89
37381,2,2,70,57,442,89
37382,22,145,699,910,442,89
37383,3,12,67,84,143,89
37384,22,145,699,910,442,89
37385,4,14,158,167,74,89
37386,22,145,699,910,442,89
37387,2,2,1,9,3,89
37388,8,34,227,910,442,89
37389,3,8,57,910,442,89
37390,22,145,699,910,442,89
37391,22,145,699,910,442,89
37392,5,45,68,910,442,89
37393,6,19,699,910,442,89
37394,1,9,66,910,442,89
37395,22,145,699,910,442,89
37396,22,145,699,910,442,89
37397,3,3,2,2,442,89
37398,9,31,89,70,442,89
37399,22,145,699,910,442,89
37400,12,85,191,155,442,89
37401,22,145,699,910,442,89
37402,22,145,699,910,442,89
37403,22,145,699,910,442,89
37404,22,145,699,910,442,89
37405,22,145,699,910,442,89
37406,22,145,699,910,442,89
37407,5,45,173,910,442,89
37408,11,27,31,231,442,89
37409,22,145,699,910,442,89
37410,22,145,699,910,442,89
37411,22,145,699,910,442,89
37412,22,145,699,910,442,89
37413,14,82,178,147,54,14
37414,4,5,26,48,442,89
37415,4,28,76,910,442,89
37416,9,31,54,36,442,89
37417,11,64,180,277,442,89
37418,17,65,340,720,442,89
37419,22,145,699,910,442,89
37420,22,145,699,910,442,89
37421,3,8,77,910,442,89
37422,1,9,53,275,442,89
37423,22,145,699,910,442,89
37424,22,145,699,910,442,89
37425,22,145,699,910,442,89
37426,4,14,38,317,135,89
37427,8,15,117,910,442,89
37428,4,14,13,25,442,89
37429,3,8,77,910,442,89
37430,4,14,335,340,442,89
37431,1,23,22,910,442,89
37432,22,145,699,910,442,89
37433,22,145,699,910,442,89
37434,3,12,105,108,442,89
37435,3,18,148,721,340,89
37436,22,145,699,910,442,89
37437,2,2,1,9,3,89
37438,22,145,699,910,442,89
37439,19,137,601,910,442,89
37440,3,12,67,54,14,89
37441,1,9,8,910,442,89
37442,8,24,46,910,442,89
37443,22,145,699,910,442,89
37444,1,1,699,910,442,89
37445,22,145,699,910,442,89
37446,1,1,699,910,442,89
37447,22,145,699,910,442,89
37448,22,145,699,910,442,89
37449,1,1,699,910,442,89
37450,14,41,166,722,442,89
37451,3,3,2,2,442,89
37452,3,18,25,438,442,89
37453,12,30,37,107,442,89
37454,22,145,699,910,442,89
37455,22,145,699,910,442,89
37456,22,145,699,910,442,89
37457,3,8,7,910,442,89
37458,5,39,51,910,442,89
37459,4,5,72,126,442,89
37460,22,145,699,910,442,89
37461,22,145,699,910,442,89
37462,22,145,699,910,442,89
37463,22,145,699,910,442,89
37464,22,145,699,910,442,89
37465,22,145,699,910,442,89
37466,22,145,699,910,442,89
37467,22,145,699,910,442,89
37468,1,9,483,543,442,89
37469,22,145,699,910,442,89
37470,4,4,147,910,442,89
37471,22,145,699,910,442,89
37472,22,145,699,910,442,89
37473,22,145,699,910,442,89
37474,1,9,30,910,442,89
37475,8,24,23,910,442,89
37476,10,25,236,520,442,89
37477,2,2,1,9,15,89
37478,11,77,231,910,442,89
37479,4,14,13,109,189,89
37480,22,145,699,910,442,89
37481,22,145,699,910,442,89
37482,4,14,69,435,442,89
37483,22,145,699,910,442,89
37484,4,14,158,458,202,89
37485,3,3,2,2,442,89
37486,22,145,699,910,442,89
37487,3,3,2,2,442,89
37488,1,1,699,910,442,89
37489,22,145,699,910,442,89
37490,22,145,699,910,442,89
37491,22,145,699,910,442,89
37492,22,145,699,910,442,89
37493,8,24,46,910,442,89
37494,22,145,699,910,442,89
37495,8,11,10,910,442,89
37496,22,145,699,910,442,89
37497,4,28,175,238,442,89
37498,22,145,699,910,442,89
37499,3,18,18,26,442,89
37500,22,145,699,910,442,89
37501,22,145,699,910,442,89
37502,22,145,699,910,442,89
37503,9,31,54,50,442,89
37504,22,145,699,910,442,89
37505,22,145,699,910,442,89
37506,22,145,699,910,442,89
37507,4,14,13,29,442,89
37508,3,16,16,910,442,89
37509,8,24,23,910,442,89
37510,4,5,382,910,442,89
37511,22,145,699,910,442,89
37512,22,145,699,910,442,89
37513,22,145,699,910,442,89
37514,22,145,699,910,442,89
37515,2,2,1,15,5,89
37516,22,145,699,910,442,89
37517,22,145,699,910,442,89
37518,5,6,5,910,442,89
37519,1,1,699,910,442,89
37520,22,145,699,910,442,89
37521,22,145,699,910,442,89
37522,20,94,229,199,442,89
37523,22,145,699,910,442,89
37524,4,42,63,162,442,89
37525,22,145,699,910,442,89
37526,8,56,328,910,442,89
37527,1,9,66,910,442,89
37528,11,27,348,356,442,89
37529,22,145,699,910,442,89
37530,22,145,699,910,442,89
37531,22,145,699,910,442,89
37532,22,145,699,910,442,89
37533,1,9,8,910,442,89
37534,4,26,376,395,195,89
37535,22,145,699,910,442,89
37536,4,14,13,213,97,89
37537,22,145,699,910,442,89
37538,22,145,699,910,442,89
37539,5,59,107,910,442,89
37540,1,1,699,910,442,89
37541,4,28,33,295,442,89
37542,22,145,699,910,442,89
37543,11,27,100,82,442,89
37544,4,26,29,16,91,89
37545,22,145,699,910,442,89
37546,5,6,103,910,442,89
37547,22,145,699,910,442,89
37548,1,1,699,910,442,89
37549,3,16,16,910,442,89
37550,4,14,59,41,341,89
37551,3,16,16,910,442,89
37552,1,9,66,910,442,89
37553,5,40,52,34,442,89
37554,22,145,699,910,442,89
37555,22,145,699,910,442,89
37556,22,145,699,910,442,89
37557,22,145,699,910,442,89
37558,2,20,142,357,442,89
37559,1,9,49,31,442,89
37560,6,76,699,910,442,89
37561,4,5,417,910,442,89
37562,4,42,63,73,442,89
37563,22,145,699,910,442,89
37564,1,9,53,275,442,89
37565,4,26,29,477,442,89
37566,22,145,699,910,442,89
37567,17,65,115,910,442,89
37568,3,16,32,910,442,89
37569,15,46,392,418,442,89
37570,11,89,250,227,85,89
37571,1,23,22,910,442,89
37572,4,42,63,73,442,89
37573,22,145,699,910,442,89
37574,22,145,699,910,442,89
37575,22,145,699,910,442,89
37576,22,145,699,910,442,89
37577,22,145,699,910,442,89
37578,22,145,699,910,442,89
37579,22,145,699,910,442,89
37580,22,145,699,910,442,89
37581,22,145,699,910,442,89
37582,1,17,17,910,442,89
37583,2,2,47,91,442,89
37584,16,51,699,910,442,89
37585,22,145,699,910,442,89
37586,9,31,54,143,442,89
37587,7,10,699,910,442,89
37588,22,145,699,910,442,89
37589,22,145,699,910,442,89
37590,9,31,199,171,442,89
37591,22,145,699,910,442,89
37592,22,145,699,910,442,89
37593,8,24,23,910,442,89
37594,2,2,287,266,442,89
37595,22,145,699,910,442,89
37596,3,8,57,910,442,89
37597,22,145,699,910,442,89
37598,22,145,699,910,442,89
37599,5,53,138,910,442,89
37600,8,68,473,910,442,89
37601,4,14,13,25,442,89
37602,2,2,1,9,169,89
37603,22,145,699,910,442,89
37604,22,145,699,910,442,89
37605,4,14,13,25,442,89
37606,22,145,699,910,442,89
37607,22,145,699,910,442,89
37608,22,145,699,910,442,89
37609,22,145,699,910,442,89
37610,6,74,699,910,442,89
37611,8,36,44,910,442,89
37612,3,16,111,200,77,89
37613,22,145,699,910,442,89
37614,3,8,602,723,442,89
37615,4,14,13,79,442,89
37616,4,42,63,162,442,89
37617,4,4,217,910,442,89
37618,22,145,699,910,442,89
37619,8,11,102,910,442,89
37620,13,35,243,681,442,89
37621,2,2,1,9,3,89
37622,4,5,27,910,442,89
